construct|question|question_header|question_subheader|answer_type|count_met|count_students|pct_met|report_group|student_group|ext_reference_cleaned|School|Region|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_students_og|suppression_notes|year
FA|q13j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different financial aid options.|Online Research|Rank|248|953|0.260230849947534|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|248|953|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|774|1325|0.584150943396226|All|All||All Schools|All Regions|0|1|0|0|0|774|1325|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|256|375|0.682666666666667|First Generation Status|Not First Generation||All Schools|All Regions|0|1|0|0|0|256|375|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|518|950|0.545263157894737|First Generation Status|First Generation||All Schools|All Regions|0|2|0|0|0|518|950|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|0|43|0|Gender|Unknown||All Schools|All Regions|0|1|0|0|0|0|43|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|43|53|0.811320754716981|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|2|0|0|0|43|53|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|282|517|0.545454545454545|Gender|Male||All Schools|All Regions|0|3|0|0|0|282|517|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|449|712|0.63061797752809|Gender|Female||All Schools|All Regions|0|4|0|0|0|449|712|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|149|209|0.712918660287081|Grade Level|10th Grade||All Schools|All Regions|0|1|0|0|0|149|209|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|161|283|0.568904593639576|Grade Level|9th Grade||All Schools|All Regions|0|2|0|0|0|161|283|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|293|390|0.751282051282051|Grade Level|11th Grade||All Schools|All Regions|0|3|0|0|0|293|390|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|171|443|0.386004514672686|Grade Level|12th Grade||All Schools|All Regions|0|4|0|0|0|171|443|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|10|33|0.303030303030303|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|1|0|0|0|10|33|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|0|52|0|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|0|52|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|80|90|0.888888888888889|Race/Ethnicity|Black/African American||All Schools|All Regions|0|3|0|0|0|80|90|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|151|276|0.547101449275362|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|151|276|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|219|323|0.678018575851393|Race/Ethnicity|Multiracial||All Schools|All Regions|0|5|0|0|0|219|323|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|314|551|0.569872958257713|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|314|551|na|2024
FA|q14a|Do you think that you can afford to attend a 4-year college using financial aid, scholarships, and/or family resources?||Likeliness|623|997|0.624874623871615|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|623|997|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|139|1734|0.080161476355248|All|All||All Schools|All Regions|0|1|0|0|0|139|1734|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|0|327|0|First Generation Status|||All Schools|All Regions|0|1|0|0|0|0|327|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|10|416|0.0240384615384615|First Generation Status|Not First Generation||All Schools|All Regions|0|2|0|0|0|10|416|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|129|991|0.130171543895056|First Generation Status|First Generation||All Schools|All Regions|0|3|0|0|0|129|991|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|0|53|0|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|0|53|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|0|452|0|Gender|Unknown||All Schools|All Regions|0|2|0|0|0|0|452|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|95|517|0.183752417794971|Gender|Male||All Schools|All Regions|0|3|0|0|0|95|517|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|44|712|0.0617977528089888|Gender|Female||All Schools|All Regions|0|4|0|0|0|44|712|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|0|185|0|Grade Level|Incomplete||All Schools|All Regions|0|1|0|0|0|0|185|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|0|237|0|Grade Level|10th Grade||All Schools|All Regions|0|2|0|0|0|0|237|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|10|324|0.0308641975308642|Grade Level|9th Grade||All Schools|All Regions|0|3|0|0|0|10|324|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|85|461|0.184381778741866|Grade Level|12th Grade||All Schools|All Regions|0|4|0|0|0|85|461|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|44|527|0.0834914611005693|Grade Level|11th Grade||All Schools|All Regions|0|5|0|0|0|44|527|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|2|35|0.0571428571428571|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|1|0|0|0|2|35|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|0|90|0|Race/Ethnicity|Black/African American||All Schools|All Regions|0|2|0|0|0|0|90|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|42|276|0.152173913043478|Race/Ethnicity|White||All Schools|All Regions|0|3|0|0|0|42|276|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|43|323|0.13312693498452|Race/Ethnicity|Multiracial||All Schools|All Regions|0|4|0|0|0|43|323|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|10|459|0.0217864923747277|Race/Ethnicity|Unknown||All Schools|All Regions|0|5|0|0|0|10|459|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|42|551|0.0762250453720508|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|42|551|na|2024
DC|q15a|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Running Start|Multiselect|87|999|0.0870870870870871|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|87|999|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|538|1734|0.310265282583622|All|All||All Schools|All Regions|0|1|0|0|0|538|1734|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|0|327|0|First Generation Status|||All Schools|All Regions|0|1|0|0|0|0|327|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|129|416|0.310096153846154|First Generation Status|Not First Generation||All Schools|All Regions|0|2|0|0|0|129|416|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|409|991|0.412714429868819|First Generation Status|First Generation||All Schools|All Regions|0|3|0|0|0|409|991|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|0|53|0|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|0|53|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|0|452|0|Gender|Unknown||All Schools|All Regions|0|2|0|0|0|0|452|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|280|517|0.541586073500967|Gender|Male||All Schools|All Regions|0|3|0|0|0|280|517|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|258|712|0.362359550561798|Gender|Female||All Schools|All Regions|0|4|0|0|0|258|712|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|0|185|0|Grade Level|Incomplete||All Schools|All Regions|0|1|0|0|0|0|185|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|66|237|0.278481012658228|Grade Level|10th Grade||All Schools|All Regions|0|2|0|0|0|66|237|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|41|324|0.126543209876543|Grade Level|9th Grade||All Schools|All Regions|0|3|0|0|0|41|324|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|216|461|0.468546637744035|Grade Level|12th Grade||All Schools|All Regions|0|4|0|0|0|216|461|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|215|527|0.407969639468691|Grade Level|11th Grade||All Schools|All Regions|0|5|0|0|0|215|527|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|9|35|0.257142857142857|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|1|0|0|0|9|35|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|57|90|0.633333333333333|Race/Ethnicity|Black/African American||All Schools|All Regions|0|2|0|0|0|57|90|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|168|276|0.608695652173913|Race/Ethnicity|White||All Schools|All Regions|0|3|0|0|0|168|276|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|94|323|0.291021671826625|Race/Ethnicity|Multiracial||All Schools|All Regions|0|4|0|0|0|94|323|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|0|459|0|Race/Ethnicity|Unknown||All Schools|All Regions|0|5|0|0|0|0|459|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|210|551|0.381125226860254|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|210|551|na|2024
DC|q15b|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Advanced Placement (AP)|Multiselect|370|999|0.37037037037037|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|370|999|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|776|1734|0.447520184544406|All|All||All Schools|All Regions|0|1|0|0|0|776|1734|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|0|327|0|First Generation Status|||All Schools|All Regions|0|1|0|0|0|0|327|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|217|416|0.521634615384615|First Generation Status|Not First Generation||All Schools|All Regions|0|2|0|0|0|217|416|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|559|991|0.564076690211907|First Generation Status|First Generation||All Schools|All Regions|0|3|0|0|0|559|991|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|53|53|1|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|53|53|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|0|452|0|Gender|Unknown||All Schools|All Regions|0|2|0|0|0|0|452|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|379|517|0.733075435203095|Gender|Male||All Schools|All Regions|0|3|0|0|0|379|517|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|344|712|0.48314606741573|Gender|Female||All Schools|All Regions|0|4|0|0|0|344|712|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|0|185|0|Grade Level|Incomplete||All Schools|All Regions|0|1|0|0|0|0|185|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|110|237|0.464135021097046|Grade Level|10th Grade||All Schools|All Regions|0|2|0|0|0|110|237|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|180|324|0.555555555555556|Grade Level|9th Grade||All Schools|All Regions|0|3|0|0|0|180|324|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|230|461|0.498915401301518|Grade Level|12th Grade||All Schools|All Regions|0|4|0|0|0|230|461|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|256|527|0.485768500948767|Grade Level|11th Grade||All Schools|All Regions|0|5|0|0|0|256|527|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|12|35|0.342857142857143|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|1|0|0|0|12|35|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|74|90|0.822222222222222|Race/Ethnicity|Black/African American||All Schools|All Regions|0|2|0|0|0|74|90|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|252|276|0.91304347826087|Race/Ethnicity|White||All Schools|All Regions|0|3|0|0|0|252|276|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|161|323|0.498452012383901|Race/Ethnicity|Multiracial||All Schools|All Regions|0|4|0|0|0|161|323|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|0|459|0|Race/Ethnicity|Unknown||All Schools|All Regions|0|5|0|0|0|0|459|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|277|551|0.502722323049002|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|277|551|na|2024
DC|q15c|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|College in the High School (CHS)|Multiselect|524|999|0.524524524524524|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|524|999|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|281|1734|0.162053056516724|All|All||All Schools|All Regions|0|1|0|0|0|281|1734|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|0|327|0|First Generation Status|||All Schools|All Regions|0|1|0|0|0|0|327|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|172|416|0.413461538461538|First Generation Status|Not First Generation||All Schools|All Regions|0|2|0|0|0|172|416|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|109|991|0.109989909182644|First Generation Status|First Generation||All Schools|All Regions|0|3|0|0|0|109|991|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|0|53|0|Gender|Other/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|0|53|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|0|452|0|Gender|Unknown||All Schools|All Regions|0|2|0|0|0|0|452|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|142|517|0.274661508704062|Gender|Male||All Schools|All Regions|0|3|0|0|0|142|517|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|139|712|0.195224719101124|Gender|Female||All Schools|All Regions|0|4|0|0|0|139|712|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|0|185|0|Grade Level|Incomplete||All Schools|All Regions|0|1|0|0|0|0|185|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|0|237|0|Grade Level|10th Grade||All Schools|All Regions|0|2|0|0|0|0|237|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|0|324|0|Grade Level|9th Grade||All Schools|All Regions|0|3|0|0|0|0|324|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|143|461|0.310195227765727|Grade Level|12th Grade||All Schools|All Regions|0|4|0|0|0|143|461|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|138|527|0.261859582542694|Grade Level|11th Grade||All Schools|All Regions|0|5|0|0|0|138|527|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|4|35|0.114285714285714|Race/Ethnicity|Asian/Asian American||All Schools|All Regions|0|1|0|0|0|4|35|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|34|90|0.377777777777778|Race/Ethnicity|Black/African American||All Schools|All Regions|0|2|0|0|0|34|90|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|83|276|0.300724637681159|Race/Ethnicity|White||All Schools|All Regions|0|3|0|0|0|83|276|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|93|323|0.287925696594427|Race/Ethnicity|Multiracial||All Schools|All Regions|0|4|0|0|0|93|323|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|0|459|0|Race/Ethnicity|Unknown||All Schools|All Regions|0|5|0|0|0|0|459|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|67|551|0.121597096188748|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|6|0|0|0|67|551|na|2024
DC|q15d|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|Career and Technical Education (CTE)|Multiselect|198|999|0.198198198198198|Race/Ethnicity|Students of Color||All Schools|All Regions|0|7|0|0|0|198|999|na|2024
DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|43|1734|0.02479815455594|All|All||All Schools|All Regions|0|1|0|0|0|43|1734|na|2024
DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|0|327|0|First Generation Status|||All Schools|All Regions|0|1|0|0|0|0|327|na|2024
DC|q15e|Have you ever, or are you currently enrolled in, any of the following types of dual credit courses? (Select all that apply) *Note: Dual credit courses allow you to earn high school and college credit at the same time.|IB - Diploma Programme or Career-related Programme|Multiselect|43|416|0.103365384615385|First Generation Status|Not First Generation||All Schools|All Regions|0|2|0|0|0|43|416|na|2024
