ext_reference_cleaned|School|Region|construct|question|question_header|question_subheader|answer_type|count_met|count_students|pct_met|report_group|student_group|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_students_og|suppression_notes|year
sch04|sch04|RegionA|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|25|63|0.396825396825397|Race/Ethnicity|Multiracial|0|5|2|0|0|25|63|na|2024
sch04|sch04|RegionA|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|50|123|0.40650406504065|Race/Ethnicity|Hispanic/Latine/x|0|6|2|0|0|50|123|na|2024
sch04|sch04|RegionA|DC|q17a|Has anyone from your school helped you explore the following dual credit opportunities?|Running Start|Yes/No|91|218|0.41743119266055|Race/Ethnicity|Students of Color|0|7|2|0|0|91|218|na|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|158|277|0.570397111913357|All|All|0|1|0|0|0|158|277|na|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|60|79|0.759493670886076|First Generation Status|Not First Generation|0|1|0|0|0|60|79|na|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|98|198|0.494949494949495|First Generation Status|First Generation|0|2|0|0|0|98|198|na|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|0|13|0|Gender|Other/Prefer Not to Say|0|1|0|0|0|0|13|na|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|61|111|0.54954954954955|Gender|Male|0|2|0|0|0|61|111|na|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|97|153|0.633986928104575|Gender|Female|0|3|0|0|0|97|153|na|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|28|41|0.682926829268293|Grade Level|10th Grade|0|1|0|0|0|28|41|na|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|22|62|0.354838709677419|Grade Level|9th Grade|0|2|0|0|0|22|62|na|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|71|86|0.825581395348837|Grade Level|11th Grade|0|3|0|0|0|71|86|na|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|37|88|0.420454545454545|Grade Level|12th Grade|0|4|0|0|0|37|88|na|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|||1|Race/Ethnicity|Unknown|1|1|2|0|1|3|3|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|||0.5|Race/Ethnicity|Asian/Asian American|1|2|2|0|1|4|8|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|18|24|0.75|Race/Ethnicity|Black/African American|0|3|2|0|0|18|24|na|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|55|56|0.982142857142857|Race/Ethnicity|White|0|4|2|0|0|55|56|na|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|37|63|0.587301587301587|Race/Ethnicity|Multiracial|0|5|2|0|0|37|63|na|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|41|123|0.333333333333333|Race/Ethnicity|Hispanic/Latine/x|0|6|2|0|0|41|123|na|2024
sch04|sch04|RegionA|DC|q17b|Has anyone from your school helped you explore the following dual credit opportunities?|Advanced Placement (AP)|Yes/No|100|218|0.458715596330275|Race/Ethnicity|Students of Color|0|7|2|0|0|100|218|na|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|203|277|0.732851985559567|All|All|0|1|0|0|0|203|277|na|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|50|79|0.632911392405063|First Generation Status|Not First Generation|0|1|0|0|0|50|79|na|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|153|198|0.772727272727273|First Generation Status|First Generation|0|2|0|0|0|153|198|na|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|9|13|0.692307692307692|Gender|Other/Prefer Not to Say|0|1|0|0|0|9|13|na|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|93|111|0.837837837837838|Gender|Male|0|2|0|0|0|93|111|na|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|101|153|0.660130718954248|Gender|Female|0|3|0|0|0|101|153|na|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|22|41|0.536585365853659|Grade Level|10th Grade|0|1|0|0|0|22|41|na|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|41|62|0.661290322580645|Grade Level|9th Grade|0|2|0|0|0|41|62|na|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|80|86|0.930232558139535|Grade Level|11th Grade|0|3|0|0|0|80|86|na|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|60|88|0.681818181818182|Grade Level|12th Grade|0|4|0|0|0|60|88|na|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|||1|Race/Ethnicity|Unknown|1|1|2|0|1|3|3|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|||0.5|Race/Ethnicity|Asian/Asian American|1|2|2|0|1|4|8|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|18|24|0.75|Race/Ethnicity|Black/African American|0|3|2|0|0|18|24|na|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|55|56|0.982142857142857|Race/Ethnicity|White|0|4|2|0|0|55|56|na|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|36|63|0.571428571428571|Race/Ethnicity|Multiracial|0|5|2|0|0|36|63|na|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|87|123|0.707317073170732|Race/Ethnicity|Hispanic/Latine/x|0|6|2|0|0|87|123|na|2024
sch04|sch04|RegionA|DC|q17c|Has anyone from your school helped you explore the following dual credit opportunities?|College in the High School (CHS)|Yes/No|145|218|0.665137614678899|Race/Ethnicity|Students of Color|0|7|2|0|0|145|218|na|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|105|277|0.379061371841155|All|All|0|1|0|0|0|105|277|na|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|41|79|0.518987341772152|First Generation Status|Not First Generation|0|1|0|0|0|41|79|na|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|64|198|0.323232323232323|First Generation Status|First Generation|0|2|0|0|0|64|198|na|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|4|13|0.307692307692308|Gender|Other/Prefer Not to Say|0|1|0|0|0|4|13|na|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|56|111|0.504504504504504|Gender|Male|0|2|0|0|0|56|111|na|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|45|153|0.294117647058824|Gender|Female|0|3|0|0|0|45|153|na|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|4|41|0.0975609756097561|Grade Level|10th Grade|0|1|0|0|0|4|41|na|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|17|62|0.274193548387097|Grade Level|9th Grade|0|2|0|0|0|17|62|na|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|52|86|0.604651162790698|Grade Level|11th Grade|0|3|0|0|0|52|86|na|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|32|88|0.363636363636364|Grade Level|12th Grade|0|4|0|0|0|32|88|na|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|||1|Race/Ethnicity|Unknown|1|1|2|0|1|3|3|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|||0.375|Race/Ethnicity|Asian/Asian American|1|2|2|0|1|3|8|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|18|24|0.75|Race/Ethnicity|Black/African American|0|3|2|0|0|18|24|na|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|28|56|0.5|Race/Ethnicity|White|0|4|2|0|0|28|56|na|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|9|63|0.142857142857143|Race/Ethnicity|Multiracial|0|5|2|0|0|9|63|na|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|44|123|0.357723577235772|Race/Ethnicity|Hispanic/Latine/x|0|6|2|0|0|44|123|na|2024
sch04|sch04|RegionA|DC|q17d|Has anyone from your school helped you explore the following dual credit opportunities?|Career and Technical Education (CTE)|Yes/No|74|218|0.339449541284404|Race/Ethnicity|Students of Color|0|7|2|0|0|74|218|na|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|54|277|0.194945848375451|All|All|0|1|0|0|0|54|277|na|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|17|79|0.215189873417722|First Generation Status|Not First Generation|0|1|0|0|0|17|79|na|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|37|198|0.186868686868687|First Generation Status|First Generation|0|2|0|0|0|37|198|na|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|0|13|0|Gender|Other/Prefer Not to Say|0|1|0|0|0|0|13|na|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|23|111|0.207207207207207|Gender|Male|0|2|0|0|0|23|111|na|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|31|153|0.202614379084967|Gender|Female|0|3|0|0|0|31|153|na|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|4|41|0.0975609756097561|Grade Level|10th Grade|0|1|0|0|0|4|41|na|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|3|62|0.0483870967741935|Grade Level|9th Grade|0|2|0|0|0|3|62|na|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|37|86|0.430232558139535|Grade Level|11th Grade|0|3|0|0|0|37|86|na|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|10|88|0.113636363636364|Grade Level|12th Grade|0|4|0|0|0|10|88|na|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|||1|Race/Ethnicity|Unknown|1|1|2|0|1|3|3|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|||0.125|Race/Ethnicity|Asian/Asian American|1|2|2|0|1|1|8|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|6|24|0.25|Race/Ethnicity|Black/African American|0|3|2|0|0|6|24|na|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|9|56|0.160714285714286|Race/Ethnicity|White|0|4|2|0|0|9|56|na|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|3|63|0.0476190476190476|Race/Ethnicity|Multiracial|0|5|2|0|0|3|63|na|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|32|123|0.260162601626016|Race/Ethnicity|Hispanic/Latine/x|0|6|2|0|0|32|123|na|2024
sch04|sch04|RegionA|DC|q17e|Has anyone from your school helped you explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Yes/No|42|218|0.192660550458716|Race/Ethnicity|Students of Color|0|7|2|0|0|42|218|na|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|61|277|0.220216606498195|All|All|0|1|0|0|0|61|277|na|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|32|79|0.40506329113924|First Generation Status|Not First Generation|0|1|0|0|0|32|79|na|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|29|198|0.146464646464646|First Generation Status|First Generation|0|2|0|0|0|29|198|na|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|0|13|0|Gender|Other/Prefer Not to Say|0|1|0|0|0|0|13|na|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|33|111|0.297297297297297|Gender|Male|0|2|0|0|0|33|111|na|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|28|153|0.183006535947712|Gender|Female|0|3|0|0|0|28|153|na|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|0|41|0|Grade Level|10th Grade|0|1|0|0|0|0|41|na|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|3|62|0.0483870967741935|Grade Level|9th Grade|0|2|0|0|0|3|62|na|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|39|86|0.453488372093023|Grade Level|11th Grade|0|3|0|0|0|39|86|na|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|19|88|0.215909090909091|Grade Level|12th Grade|0|4|0|0|0|19|88|na|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|||1|Race/Ethnicity|Unknown|1|1|2|0|1|3|3|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|||0.25|Race/Ethnicity|Asian/Asian American|1|2|2|0|1|2|8|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|6|24|0.25|Race/Ethnicity|Black/African American|0|3|2|0|0|6|24|na|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|20|56|0.357142857142857|Race/Ethnicity|White|0|4|2|0|0|20|56|na|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|12|63|0.19047619047619|Race/Ethnicity|Multiracial|0|5|2|0|0|12|63|na|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|18|123|0.146341463414634|Race/Ethnicity|Hispanic/Latine/x|0|6|2|0|0|18|123|na|2024
sch04|sch04|RegionA|DC|q17f|Has anyone from your school helped you explore the following dual credit opportunities?|Someone has talked to me about other programs|Yes/No|38|218|0.174311926605505|Race/Ethnicity|Students of Color|0|7|2|0|0|38|218|na|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|59|277|0.212996389891697|All|All|0|1|0|0|0|59|277|na|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|12|79|0.151898734177215|First Generation Status|Not First Generation|0|1|0|0|0|12|79|na|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|47|198|0.237373737373737|First Generation Status|First Generation|0|2|0|0|0|47|198|na|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|4|13|0.307692307692308|Gender|Other/Prefer Not to Say|0|1|0|0|0|4|13|na|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|23|111|0.207207207207207|Gender|Male|0|2|0|0|0|23|111|na|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|32|153|0.209150326797386|Gender|Female|0|3|0|0|0|32|153|na|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|9|41|0.219512195121951|Grade Level|10th Grade|0|1|0|0|0|9|41|na|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|7|62|0.112903225806452|Grade Level|9th Grade|0|2|0|0|0|7|62|na|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|33|86|0.383720930232558|Grade Level|11th Grade|0|3|0|0|0|33|86|na|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|10|88|0.113636363636364|Grade Level|12th Grade|0|4|0|0|0|10|88|na|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|||1|Race/Ethnicity|Unknown|1|1|2|0|1|3|3|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|||0.25|Race/Ethnicity|Asian/Asian American|1|2|2|0|1|2|8|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|6|24|0.25|Race/Ethnicity|Black/African American|0|3|2|0|0|6|24|na|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|10|56|0.178571428571429|Race/Ethnicity|White|0|4|2|0|0|10|56|na|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|21|63|0.333333333333333|Race/Ethnicity|Multiracial|0|5|2|0|0|21|63|na|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|17|123|0.138211382113821|Race/Ethnicity|Hispanic/Latine/x|0|6|2|0|0|17|123|na|2024
sch04|sch04|RegionA|DC|q18a|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Running Start|Yes/No|46|218|0.211009174311927|Race/Ethnicity|Students of Color|0|7|2|0|0|46|218|na|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|116|277|0.418772563176895|All|All|0|1|0|0|0|116|277|na|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|41|79|0.518987341772152|First Generation Status|Not First Generation|0|1|0|0|0|41|79|na|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|75|198|0.378787878787879|First Generation Status|First Generation|0|2|0|0|0|75|198|na|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|4|13|0.307692307692308|Gender|Other/Prefer Not to Say|0|1|0|0|0|4|13|na|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|61|111|0.54954954954955|Gender|Male|0|2|0|0|0|61|111|na|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|51|153|0.333333333333333|Gender|Female|0|3|0|0|0|51|153|na|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|18|41|0.439024390243902|Grade Level|10th Grade|0|1|0|0|0|18|41|na|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|26|62|0.419354838709677|Grade Level|9th Grade|0|2|0|0|0|26|62|na|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|44|86|0.511627906976744|Grade Level|11th Grade|0|3|0|0|0|44|86|na|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|28|88|0.318181818181818|Grade Level|12th Grade|0|4|0|0|0|28|88|na|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|||1|Race/Ethnicity|Unknown|1|1|2|0|1|3|3|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|||0.5|Race/Ethnicity|Asian/Asian American|1|2|2|0|1|4|8|student count less than 10, suppressed|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|18|24|0.75|Race/Ethnicity|Black/African American|0|3|2|0|0|18|24|na|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|37|56|0.660714285714286|Race/Ethnicity|White|0|4|2|0|0|37|56|na|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|27|63|0.428571428571429|Race/Ethnicity|Multiracial|0|5|2|0|0|27|63|na|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|27|123|0.219512195121951|Race/Ethnicity|Hispanic/Latine/x|0|6|2|0|0|27|123|na|2024
sch04|sch04|RegionA|DC|q18b|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|Advanced Placement (AP)|Yes/No|76|218|0.348623853211009|Race/Ethnicity|Students of Color|0|7|2|0|0|76|218|na|2024
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|156|277|0.563176895306859|All|All|0|1|0|0|0|156|277|na|2024
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|41|79|0.518987341772152|First Generation Status|Not First Generation|0|1|0|0|0|41|79|na|2024
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|115|198|0.580808080808081|First Generation Status|First Generation|0|2|0|0|0|115|198|na|2024
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|13|13|1|Gender|Other/Prefer Not to Say|0|1|0|0|0|13|13|na|2024
sch04|sch04|RegionA|DC|q18c|Do you know how to access and transfer the college credit you could earn through the following types of dual credit courses?|College in the High School (CHS)|Yes/No|74|111|0.666666666666667|Gender|Male|0|2|0|0|0|74|111|na|2024
