ext_reference_cleaned|School|Region|construct|question|question_header|question_subheader|answer_type|count_met|count_staffs|pct_met|report_group|staff_group|Placeholder|Construct_rpt|Survey_Question_Filter|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_staffs_og|suppression_notes|year
sch01|sch01|RegionA|FA|q11c|How much do you know about the following options?|Washington College Grant|Knowledgeable|0|198|0|All|All|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|0|198|na|2024
sch01|sch01|RegionA|FA|q11c|How much do you know about the following options?|Washington College Grant|Knowledgeable|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11c|How much do you know about the following options?|Washington College Grant|Knowledgeable|0|77|0|Gender|Male|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|0|77|na|2024
sch01|sch01|RegionA|FA|q11c|How much do you know about the following options?|Washington College Grant|Knowledgeable|0|110|0|Gender|Female|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|0|110|na|2024
sch01|sch01|RegionA|FA|q11c|How much do you know about the following options?|Washington College Grant|Knowledgeable|0|11|0|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11c|How much do you know about the following options?|Washington College Grant|Knowledgeable|0|11|0|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11c|How much do you know about the following options?|Washington College Grant|Knowledgeable|0|187|0|Race/Ethnicity|White|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|0|187|na|2024
sch01|sch01|RegionA|FA|q11d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|44|187|0.235294117647059|All|All|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|44|187|na|2024
sch01|sch01|RegionA|FA|q11d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|33|66|0.5|Gender|Male|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|33|66|na|2024
sch01|sch01|RegionA|FA|q11d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|11|110|0.1|Gender|Female|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|11|110|na|2024
sch01|sch01|RegionA|FA|q11d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|11|11|na|2024
sch01|sch01|RegionA|FA|q11d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|11|11|1|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|11|11|na|2024
sch01|sch01|RegionA|FA|q11d|How much do you know about the following options?|College Bound Scholarship|Knowledgeable|33|176|0.1875|Race/Ethnicity|White|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|33|176|na|2024
sch01|sch01|RegionA|FA|q11e|How much do you know about the following options?|Federal Financial Aid resources|Knowledgeable|22|198|0.111111111111111|All|All|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|22|198|na|2024
sch01|sch01|RegionA|FA|q11e|How much do you know about the following options?|Federal Financial Aid resources|Knowledgeable|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11e|How much do you know about the following options?|Federal Financial Aid resources|Knowledgeable|22|77|0.285714285714286|Gender|Male|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|22|77|na|2024
sch01|sch01|RegionA|FA|q11e|How much do you know about the following options?|Federal Financial Aid resources|Knowledgeable|0|110|0|Gender|Female|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|0|110|na|2024
sch01|sch01|RegionA|FA|q11e|How much do you know about the following options?|Federal Financial Aid resources|Knowledgeable|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|11|11|na|2024
sch01|sch01|RegionA|FA|q11e|How much do you know about the following options?|Federal Financial Aid resources|Knowledgeable|11|11|1|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|11|11|na|2024
sch01|sch01|RegionA|FA|q11e|How much do you know about the following options?|Federal Financial Aid resources|Knowledgeable|11|187|0.0588235294117647|Race/Ethnicity|White|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|11|187|na|2024
sch01|sch01|RegionA|FA|q11f|How much do you know about the following options?|Filling out other scholarship applications|Knowledgeable|88|198|0.444444444444444|All|All|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|88|198|na|2024
sch01|sch01|RegionA|FA|q11f|How much do you know about the following options?|Filling out other scholarship applications|Knowledgeable|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11f|How much do you know about the following options?|Filling out other scholarship applications|Knowledgeable|22|77|0.285714285714286|Gender|Male|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|22|77|na|2024
sch01|sch01|RegionA|FA|q11f|How much do you know about the following options?|Filling out other scholarship applications|Knowledgeable|66|110|0.6|Gender|Female|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|66|110|na|2024
sch01|sch01|RegionA|FA|q11f|How much do you know about the following options?|Filling out other scholarship applications|Knowledgeable|0|11|0|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11f|How much do you know about the following options?|Filling out other scholarship applications|Knowledgeable|0|11|0|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11f|How much do you know about the following options?|Filling out other scholarship applications|Knowledgeable|88|187|0.470588235294118|Race/Ethnicity|White|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|88|187|na|2024
sch01|sch01|RegionA|FA|q11g|How much do you know about the following options?|FAFSA|Knowledgeable|99|198|0.5|All|All|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|99|198|na|2024
sch01|sch01|RegionA|FA|q11g|How much do you know about the following options?|FAFSA|Knowledgeable|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11g|How much do you know about the following options?|FAFSA|Knowledgeable|44|77|0.571428571428571|Gender|Male|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|44|77|na|2024
sch01|sch01|RegionA|FA|q11g|How much do you know about the following options?|FAFSA|Knowledgeable|55|110|0.5|Gender|Female|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|55|110|na|2024
sch01|sch01|RegionA|FA|q11g|How much do you know about the following options?|FAFSA|Knowledgeable|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|11|11|na|2024
sch01|sch01|RegionA|FA|q11g|How much do you know about the following options?|FAFSA|Knowledgeable|11|11|1|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|11|11|na|2024
sch01|sch01|RegionA|FA|q11g|How much do you know about the following options?|FAFSA|Knowledgeable|88|187|0.470588235294118|Race/Ethnicity|White|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|88|187|na|2024
sch01|sch01|RegionA|FA|q11h|How much do you know about the following options?|WASFA|Knowledgeable|22|198|0.111111111111111|All|All|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|22|198|na|2024
sch01|sch01|RegionA|FA|q11h|How much do you know about the following options?|WASFA|Knowledgeable|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11h|How much do you know about the following options?|WASFA|Knowledgeable|22|77|0.285714285714286|Gender|Male|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|22|77|na|2024
sch01|sch01|RegionA|FA|q11h|How much do you know about the following options?|WASFA|Knowledgeable|0|110|0|Gender|Female|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|0|110|na|2024
sch01|sch01|RegionA|FA|q11h|How much do you know about the following options?|WASFA|Knowledgeable|0|11|0|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11h|How much do you know about the following options?|WASFA|Knowledgeable|0|11|0|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11h|How much do you know about the following options?|WASFA|Knowledgeable|22|187|0.117647058823529|Race/Ethnicity|White|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|22|187|na|2024
sch01|sch01|RegionA|FA|q11i|How much do you know about the following options?|Purpose of FAFSA|Knowledgeable|132|198|0.666666666666667|All|All|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|132|198|na|2024
sch01|sch01|RegionA|FA|q11i|How much do you know about the following options?|Purpose of FAFSA|Knowledgeable|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11i|How much do you know about the following options?|Purpose of FAFSA|Knowledgeable|44|77|0.571428571428571|Gender|Male|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|44|77|na|2024
sch01|sch01|RegionA|FA|q11i|How much do you know about the following options?|Purpose of FAFSA|Knowledgeable|88|110|0.8|Gender|Female|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|88|110|na|2024
sch01|sch01|RegionA|FA|q11i|How much do you know about the following options?|Purpose of FAFSA|Knowledgeable|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|11|11|na|2024
sch01|sch01|RegionA|FA|q11i|How much do you know about the following options?|Purpose of FAFSA|Knowledgeable|11|11|1|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|11|11|na|2024
sch01|sch01|RegionA|FA|q11i|How much do you know about the following options?|Purpose of FAFSA|Knowledgeable|121|187|0.647058823529412|Race/Ethnicity|White|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|121|187|na|2024
sch01|sch01|RegionA|FA|q11j|How much do you know about the following options?|Purpose of WASFA|Knowledgeable|44|198|0.222222222222222|All|All|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|44|198|na|2024
sch01|sch01|RegionA|FA|q11j|How much do you know about the following options?|Purpose of WASFA|Knowledgeable|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11j|How much do you know about the following options?|Purpose of WASFA|Knowledgeable|33|77|0.428571428571429|Gender|Male|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|33|77|na|2024
sch01|sch01|RegionA|FA|q11j|How much do you know about the following options?|Purpose of WASFA|Knowledgeable|11|110|0.1|Gender|Female|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|11|110|na|2024
sch01|sch01|RegionA|FA|q11j|How much do you know about the following options?|Purpose of WASFA|Knowledgeable|0|11|0|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11j|How much do you know about the following options?|Purpose of WASFA|Knowledgeable|0|11|0|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11j|How much do you know about the following options?|Purpose of WASFA|Knowledgeable|44|187|0.235294117647059|Race/Ethnicity|White|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|44|187|na|2024
sch01|sch01|RegionA|FA|q11k|How much do you know about the following options?|How to fill out the FAFSA|Knowledgeable|99|198|0.5|All|All|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|99|198|na|2024
sch01|sch01|RegionA|FA|q11k|How much do you know about the following options?|How to fill out the FAFSA|Knowledgeable|11|11|1|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|11|11|na|2024
sch01|sch01|RegionA|FA|q11k|How much do you know about the following options?|How to fill out the FAFSA|Knowledgeable|33|77|0.428571428571429|Gender|Male|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|33|77|na|2024
sch01|sch01|RegionA|FA|q11k|How much do you know about the following options?|How to fill out the FAFSA|Knowledgeable|55|110|0.5|Gender|Female|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|55|110|na|2024
sch01|sch01|RegionA|FA|q11k|How much do you know about the following options?|How to fill out the FAFSA|Knowledgeable|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|11|11|na|2024
sch01|sch01|RegionA|FA|q11k|How much do you know about the following options?|How to fill out the FAFSA|Knowledgeable|11|11|1|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|11|11|na|2024
sch01|sch01|RegionA|FA|q11k|How much do you know about the following options?|How to fill out the FAFSA|Knowledgeable|88|187|0.470588235294118|Race/Ethnicity|White|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|88|187|na|2024
sch01|sch01|RegionA|FA|q11l|How much do you know about the following options?|How to fill out the WASFA|Knowledgeable|11|198|0.0555555555555556|All|All|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|11|198|na|2024
sch01|sch01|RegionA|FA|q11l|How much do you know about the following options?|How to fill out the WASFA|Knowledgeable|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11l|How much do you know about the following options?|How to fill out the WASFA|Knowledgeable|11|77|0.142857142857143|Gender|Male|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|11|77|na|2024
sch01|sch01|RegionA|FA|q11l|How much do you know about the following options?|How to fill out the WASFA|Knowledgeable|0|110|0|Gender|Female|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|0|110|na|2024
sch01|sch01|RegionA|FA|q11l|How much do you know about the following options?|How to fill out the WASFA|Knowledgeable|0|11|0|Race/Ethnicity|Hispanic/Latine/x|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11l|How much do you know about the following options?|How to fill out the WASFA|Knowledgeable|0|11|0|Race/Ethnicity|Staff of Color|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|2|0|0|0|0|11|na|2024
sch01|sch01|RegionA|FA|q11l|How much do you know about the following options?|How to fill out the WASFA|Knowledgeable|11|187|0.0588235294117647|Race/Ethnicity|White|1|Financial Aid|Financial Aid - How much do you know about the following options?|0|3|0|0|0|11|187|na|2024
sch01|sch01|RegionA|DC/DEM|q12a|Please select a statement below that applies to you. *Note: Dual credit courses allow you to earn high school and college credit at the same time.||Dual Credit|77|198|0.388888888888889|All|All|1|Dual Credit|Dual Credit - Please select a statement below that applies to you. *Note: Dual credit courses allow you to earn high school and college credit at the same time.|0|1|0|0|0|77|198|na|2024
sch01|sch01|RegionA|DC/DEM|q12a|Please select a statement below that applies to you. *Note: Dual credit courses allow you to earn high school and college credit at the same time.||Dual Credit|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Dual Credit|Dual Credit - Please select a statement below that applies to you. *Note: Dual credit courses allow you to earn high school and college credit at the same time.|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|DC/DEM|q12a|Please select a statement below that applies to you. *Note: Dual credit courses allow you to earn high school and college credit at the same time.||Dual Credit|44|77|0.571428571428571|Gender|Male|1|Dual Credit|Dual Credit - Please select a statement below that applies to you. *Note: Dual credit courses allow you to earn high school and college credit at the same time.|0|2|0|0|0|44|77|na|2024
sch01|sch01|RegionA|DC/DEM|q12a|Please select a statement below that applies to you. *Note: Dual credit courses allow you to earn high school and college credit at the same time.||Dual Credit|33|110|0.3|Gender|Female|1|Dual Credit|Dual Credit - Please select a statement below that applies to you. *Note: Dual credit courses allow you to earn high school and college credit at the same time.|0|3|0|0|0|33|110|na|2024
sch01|sch01|RegionA|DC/DEM|q12a|Please select a statement below that applies to you. *Note: Dual credit courses allow you to earn high school and college credit at the same time.||Dual Credit|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Dual Credit|Dual Credit - Please select a statement below that applies to you. *Note: Dual credit courses allow you to earn high school and college credit at the same time.|0|1|0|0|0|11|11|na|2024
sch01|sch01|RegionA|DC/DEM|q12a|Please select a statement below that applies to you. *Note: Dual credit courses allow you to earn high school and college credit at the same time.||Dual Credit|11|11|1|Race/Ethnicity|Staff of Color|1|Dual Credit|Dual Credit - Please select a statement below that applies to you. *Note: Dual credit courses allow you to earn high school and college credit at the same time.|0|2|0|0|0|11|11|na|2024
sch01|sch01|RegionA|DC/DEM|q12a|Please select a statement below that applies to you. *Note: Dual credit courses allow you to earn high school and college credit at the same time.||Dual Credit|66|187|0.352941176470588|Race/Ethnicity|White|1|Dual Credit|Dual Credit - Please select a statement below that applies to you. *Note: Dual credit courses allow you to earn high school and college credit at the same time.|0|3|0|0|0|66|187|na|2024
sch01|sch01|RegionA|DC|q13a|Which type(s) of dual credit courses do/did you teach?|Advanced Placement (AP)|Multiselect|77|231|0.333333333333333|All|All|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|1|0|0|0|77|231|na|2024
sch01|sch01|RegionA|DC|q13a|Which type(s) of dual credit courses do/did you teach?|Advanced Placement (AP)|Multiselect|0|44|0|Gender|Other/Unknown/Prefer Not to Say|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|1|0|0|0|0|44|na|2024
sch01|sch01|RegionA|DC|q13a|Which type(s) of dual credit courses do/did you teach?|Advanced Placement (AP)|Multiselect|44|77|0.571428571428571|Gender|Male|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|2|0|0|0|44|77|na|2024
sch01|sch01|RegionA|DC|q13a|Which type(s) of dual credit courses do/did you teach?|Advanced Placement (AP)|Multiselect|33|110|0.3|Gender|Female|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|3|0|0|0|33|110|na|2024
sch01|sch01|RegionA|DC|q13a|Which type(s) of dual credit courses do/did you teach?|Advanced Placement (AP)|Multiselect|11|11|1|Race/Ethnicity|Hispanic/Latine/x|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|1|0|0|0|11|11|na|2024
sch01|sch01|RegionA|DC|q13a|Which type(s) of dual credit courses do/did you teach?|Advanced Placement (AP)|Multiselect|11|11|1|Race/Ethnicity|Staff of Color|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|2|0|0|0|11|11|na|2024
sch01|sch01|RegionA|DC|q13a|Which type(s) of dual credit courses do/did you teach?|Advanced Placement (AP)|Multiselect|0|33|0|Race/Ethnicity|Unknown|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|3|0|0|0|0|33|na|2024
sch01|sch01|RegionA|DC|q13a|Which type(s) of dual credit courses do/did you teach?|Advanced Placement (AP)|Multiselect|66|187|0.352941176470588|Race/Ethnicity|White|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|4|0|0|0|66|187|na|2024
sch01|sch01|RegionA|DC|q13b|Which type(s) of dual credit courses do/did you teach?|College in the High School (CHS)|Multiselect|33|231|0.142857142857143|All|All|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|1|0|0|0|33|231|na|2024
sch01|sch01|RegionA|DC|q13b|Which type(s) of dual credit courses do/did you teach?|College in the High School (CHS)|Multiselect|0|44|0|Gender|Other/Unknown/Prefer Not to Say|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|1|0|0|0|0|44|na|2024
sch01|sch01|RegionA|DC|q13b|Which type(s) of dual credit courses do/did you teach?|College in the High School (CHS)|Multiselect|11|77|0.142857142857143|Gender|Male|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|2|0|0|0|11|77|na|2024
sch01|sch01|RegionA|DC|q13b|Which type(s) of dual credit courses do/did you teach?|College in the High School (CHS)|Multiselect|22|110|0.2|Gender|Female|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|3|0|0|0|22|110|na|2024
sch01|sch01|RegionA|DC|q13b|Which type(s) of dual credit courses do/did you teach?|College in the High School (CHS)|Multiselect|0|11|0|Race/Ethnicity|Hispanic/Latine/x|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|DC|q13b|Which type(s) of dual credit courses do/did you teach?|College in the High School (CHS)|Multiselect|0|11|0|Race/Ethnicity|Staff of Color|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|2|0|0|0|0|11|na|2024
sch01|sch01|RegionA|DC|q13b|Which type(s) of dual credit courses do/did you teach?|College in the High School (CHS)|Multiselect|0|33|0|Race/Ethnicity|Unknown|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|3|0|0|0|0|33|na|2024
sch01|sch01|RegionA|DC|q13b|Which type(s) of dual credit courses do/did you teach?|College in the High School (CHS)|Multiselect|33|187|0.176470588235294|Race/Ethnicity|White|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|4|0|0|0|33|187|na|2024
sch01|sch01|RegionA|DC|q13c|Which type(s) of dual credit courses do/did you teach?|Career and Technical Education (CTE)|Multiselect|11|231|0.0476190476190476|All|All|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|1|0|0|0|11|231|na|2024
sch01|sch01|RegionA|DC|q13c|Which type(s) of dual credit courses do/did you teach?|Career and Technical Education (CTE)|Multiselect|0|44|0|Gender|Other/Unknown/Prefer Not to Say|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|1|0|0|0|0|44|na|2024
sch01|sch01|RegionA|DC|q13c|Which type(s) of dual credit courses do/did you teach?|Career and Technical Education (CTE)|Multiselect|11|77|0.142857142857143|Gender|Male|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|2|0|0|0|11|77|na|2024
sch01|sch01|RegionA|DC|q13c|Which type(s) of dual credit courses do/did you teach?|Career and Technical Education (CTE)|Multiselect|0|110|0|Gender|Female|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|3|0|0|0|0|110|na|2024
sch01|sch01|RegionA|DC|q13c|Which type(s) of dual credit courses do/did you teach?|Career and Technical Education (CTE)|Multiselect|0|11|0|Race/Ethnicity|Hispanic/Latine/x|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|DC|q13c|Which type(s) of dual credit courses do/did you teach?|Career and Technical Education (CTE)|Multiselect|0|11|0|Race/Ethnicity|Staff of Color|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|2|0|0|0|0|11|na|2024
sch01|sch01|RegionA|DC|q13c|Which type(s) of dual credit courses do/did you teach?|Career and Technical Education (CTE)|Multiselect|0|33|0|Race/Ethnicity|Unknown|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|3|0|0|0|0|33|na|2024
sch01|sch01|RegionA|DC|q13c|Which type(s) of dual credit courses do/did you teach?|Career and Technical Education (CTE)|Multiselect|11|187|0.0588235294117647|Race/Ethnicity|White|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|4|0|0|0|11|187|na|2024
sch01|sch01|RegionA|DC|q13d|Which type(s) of dual credit courses do/did you teach?|IB - Diploma Programme or Career-related Programme|Multiselect|22|231|0.0952380952380952|All|All|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|1|0|0|0|22|231|na|2024
sch01|sch01|RegionA|DC|q13d|Which type(s) of dual credit courses do/did you teach?|IB - Diploma Programme or Career-related Programme|Multiselect|11|44|0.25|Gender|Other/Unknown/Prefer Not to Say|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|1|0|0|0|11|44|na|2024
sch01|sch01|RegionA|DC|q13d|Which type(s) of dual credit courses do/did you teach?|IB - Diploma Programme or Career-related Programme|Multiselect|0|77|0|Gender|Male|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|2|0|0|0|0|77|na|2024
sch01|sch01|RegionA|DC|q13d|Which type(s) of dual credit courses do/did you teach?|IB - Diploma Programme or Career-related Programme|Multiselect|11|110|0.1|Gender|Female|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|3|0|0|0|11|110|na|2024
sch01|sch01|RegionA|DC|q13d|Which type(s) of dual credit courses do/did you teach?|IB - Diploma Programme or Career-related Programme|Multiselect|0|11|0|Race/Ethnicity|Hispanic/Latine/x|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|1|0|0|0|0|11|na|2024
sch01|sch01|RegionA|DC|q13d|Which type(s) of dual credit courses do/did you teach?|IB - Diploma Programme or Career-related Programme|Multiselect|0|11|0|Race/Ethnicity|Staff of Color|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|2|0|0|0|0|11|na|2024
sch01|sch01|RegionA|DC|q13d|Which type(s) of dual credit courses do/did you teach?|IB - Diploma Programme or Career-related Programme|Multiselect|0|33|0|Race/Ethnicity|Unknown|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|3|0|0|0|0|33|na|2024
sch01|sch01|RegionA|DC|q13d|Which type(s) of dual credit courses do/did you teach?|IB - Diploma Programme or Career-related Programme|Multiselect|22|187|0.117647058823529|Race/Ethnicity|White|1|Dual Credit|Dual Credit - Which type(s) of dual credit courses do/did you teach?|0|4|0|0|0|22|187|na|2024
