construct|question|question_header|question_subheader|answer_type|count_met|count_staffs|pct_met|report_group|staff_group|ext_reference_cleaned|School|Region|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_staffs_og|suppression_notes|year
DC|q14b|Have you helped one or more students at your school explore the following dual credit opportunities?|Advanced Placement (AP)|Not Applicable/Yes/No/Not Offered|88|99|0.888888888888889|Gender|Female||All Schools|All Regions|0|2|0|0|0|88|99|na|2024
DC|q14b|Have you helped one or more students at your school explore the following dual credit opportunities?|Advanced Placement (AP)|Not Applicable/Yes/No/Not Offered|66|110|0.6|Gender|Male||All Schools|All Regions|0|3|0|0|0|66|110|na|2024
DC|q14b|Have you helped one or more students at your school explore the following dual credit opportunities?|Advanced Placement (AP)|Not Applicable/Yes/No/Not Offered|11|11|1|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|1|0|0|0|11|11|na|2024
DC|q14b|Have you helped one or more students at your school explore the following dual credit opportunities?|Advanced Placement (AP)|Not Applicable/Yes/No/Not Offered|0|11|0|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|0|11|na|2024
DC|q14b|Have you helped one or more students at your school explore the following dual credit opportunities?|Advanced Placement (AP)|Not Applicable/Yes/No/Not Offered|11|11|1|Race/Ethnicity|Staff of Color||All Schools|All Regions|0|3|0|0|0|11|11|na|2024
DC|q14b|Have you helped one or more students at your school explore the following dual credit opportunities?|Advanced Placement (AP)|Not Applicable/Yes/No/Not Offered|143|198|0.722222222222222|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|143|198|na|2024
DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|165|220|0.75|All|All||All Schools|All Regions|0|1|0|0|0|165|220|na|2024
DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|0|11|0|Gender|Other/Unknown/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|0|11|na|2024
DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|88|99|0.888888888888889|Gender|Female||All Schools|All Regions|0|2|0|0|0|88|99|na|2024
DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|77|110|0.7|Gender|Male||All Schools|All Regions|0|3|0|0|0|77|110|na|2024
DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|11|11|1|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|1|0|0|0|11|11|na|2024
DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|0|11|0|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|0|11|na|2024
DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|11|11|1|Race/Ethnicity|Staff of Color||All Schools|All Regions|0|3|0|0|0|11|11|na|2024
DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|154|198|0.777777777777778|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|154|198|na|2024
DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|132|220|0.6|All|All||All Schools|All Regions|0|1|0|0|0|132|220|na|2024
DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|0|11|0|Gender|Other/Unknown/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|0|11|na|2024
DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|88|99|0.888888888888889|Gender|Female||All Schools|All Regions|0|2|0|0|0|88|99|na|2024
DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|44|110|0.4|Gender|Male||All Schools|All Regions|0|3|0|0|0|44|110|na|2024
DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|11|11|1|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|1|0|0|0|11|11|na|2024
DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|0|11|0|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|0|11|na|2024
DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|11|11|1|Race/Ethnicity|Staff of Color||All Schools|All Regions|0|3|0|0|0|11|11|na|2024
DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|121|198|0.611111111111111|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|121|198|na|2024
DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|44|143|0.307692307692308|All|All||All Schools|All Regions|0|1|0|0|0|44|143|na|2024
DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|11|22|0.5|Gender|Other/Unknown/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|11|22|na|2024
DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|22|55|0.4|Gender|Female||All Schools|All Regions|0|2|0|0|0|22|55|na|2024
DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|11|66|0.166666666666667|Gender|Male||All Schools|All Regions|0|3|0|0|0|11|66|na|2024
DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|0|11|0|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|1|0|0|0|0|11|na|2024
DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|0|11|0|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|0|11|na|2024
DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|0|11|0|Race/Ethnicity|Staff of Color||All Schools|All Regions|0|3|0|0|0|0|11|na|2024
DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|44|121|0.363636363636364|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|44|121|na|2024
DC|q14f|Have you helped one or more students at your school explore the following dual credit opportunities?|I have helped students explore other dual credit opportunities.|Not Applicable/Yes/No/Not Offered|33|176|0.1875|All|All||All Schools|All Regions|0|1|0|0|0|33|176|na|2024
DC|q14f|Have you helped one or more students at your school explore the following dual credit opportunities?|I have helped students explore other dual credit opportunities.|Not Applicable/Yes/No/Not Offered|0|22|0|Gender|Other/Unknown/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|0|22|na|2024
DC|q14f|Have you helped one or more students at your school explore the following dual credit opportunities?|I have helped students explore other dual credit opportunities.|Not Applicable/Yes/No/Not Offered|11|66|0.166666666666667|Gender|Male||All Schools|All Regions|0|2|0|0|0|11|66|na|2024
DC|q14f|Have you helped one or more students at your school explore the following dual credit opportunities?|I have helped students explore other dual credit opportunities.|Not Applicable/Yes/No/Not Offered|22|88|0.25|Gender|Female||All Schools|All Regions|0|3|0|0|0|22|88|na|2024
DC|q14f|Have you helped one or more students at your school explore the following dual credit opportunities?|I have helped students explore other dual credit opportunities.|Not Applicable/Yes/No/Not Offered|0|11|0|Race/Ethnicity|Unknown||All Schools|All Regions|0|1|0|0|0|0|11|na|2024
DC|q14f|Have you helped one or more students at your school explore the following dual credit opportunities?|I have helped students explore other dual credit opportunities.|Not Applicable/Yes/No/Not Offered|33|165|0.2|Race/Ethnicity|White||All Schools|All Regions|0|2|0|0|0|33|165|na|2024
DC|q18b|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Advanced Placement (AP)|Knowledgeable|110|242|0.454545454545455|All|All||All Schools|All Regions|0|1|0|0|0|110|242|na|2024
DC|q18b|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Advanced Placement (AP)|Knowledgeable|0|22|0|Gender|Other/Unknown/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|0|22|na|2024
DC|q18b|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Advanced Placement (AP)|Knowledgeable|55|110|0.5|Gender|Female||All Schools|All Regions|0|2|0|0|0|55|110|na|2024
DC|q18b|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Advanced Placement (AP)|Knowledgeable|55|110|0.5|Gender|Male||All Schools|All Regions|0|3|0|0|0|55|110|na|2024
DC|q18b|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Advanced Placement (AP)|Knowledgeable|11|11|1|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|1|0|0|0|11|11|na|2024
DC|q18b|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Advanced Placement (AP)|Knowledgeable|0|11|0|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|0|11|na|2024
DC|q18b|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Advanced Placement (AP)|Knowledgeable|11|11|1|Race/Ethnicity|Staff of Color||All Schools|All Regions|0|3|0|0|0|11|11|na|2024
DC|q18b|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Advanced Placement (AP)|Knowledgeable|99|220|0.45|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|99|220|na|2024
DC|q18c|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|College in the High School (CHS)|Knowledgeable|77|242|0.318181818181818|All|All||All Schools|All Regions|0|1|0|0|0|77|242|na|2024
DC|q18c|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|College in the High School (CHS)|Knowledgeable|0|22|0|Gender|Other/Unknown/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|0|22|na|2024
DC|q18c|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|College in the High School (CHS)|Knowledgeable|33|110|0.3|Gender|Female||All Schools|All Regions|0|2|0|0|0|33|110|na|2024
DC|q18c|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|College in the High School (CHS)|Knowledgeable|44|110|0.4|Gender|Male||All Schools|All Regions|0|3|0|0|0|44|110|na|2024
DC|q18c|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|College in the High School (CHS)|Knowledgeable|11|11|1|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|1|0|0|0|11|11|na|2024
DC|q18c|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|College in the High School (CHS)|Knowledgeable|0|11|0|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|0|11|na|2024
DC|q18c|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|College in the High School (CHS)|Knowledgeable|11|11|1|Race/Ethnicity|Staff of Color||All Schools|All Regions|0|3|0|0|0|11|11|na|2024
DC|q18c|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|College in the High School (CHS)|Knowledgeable|66|220|0.3|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|66|220|na|2024
DC|q18d|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Knowledgeable|66|242|0.272727272727273|All|All||All Schools|All Regions|0|1|0|0|0|66|242|na|2024
DC|q18d|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Knowledgeable|0|22|0|Gender|Other/Unknown/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|0|22|na|2024
DC|q18d|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Knowledgeable|33|110|0.3|Gender|Female||All Schools|All Regions|0|2|0|0|0|33|110|na|2024
DC|q18d|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Knowledgeable|33|110|0.3|Gender|Male||All Schools|All Regions|0|3|0|0|0|33|110|na|2024
DC|q18d|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Knowledgeable|11|11|1|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|1|0|0|0|11|11|na|2024
DC|q18d|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Knowledgeable|0|11|0|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|0|11|na|2024
DC|q18d|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Knowledgeable|11|11|1|Race/Ethnicity|Staff of Color||All Schools|All Regions|0|3|0|0|0|11|11|na|2024
DC|q18d|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Knowledgeable|55|220|0.25|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|55|220|na|2024
DC|q18e|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Knowledgeable|11|231|0.0476190476190476|All|All||All Schools|All Regions|0|1|0|0|0|11|231|na|2024
DC|q18e|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Knowledgeable|0|22|0|Gender|Other/Unknown/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|0|22|na|2024
DC|q18e|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Knowledgeable|0|99|0|Gender|Male||All Schools|All Regions|0|2|0|0|0|0|99|na|2024
DC|q18e|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Knowledgeable|11|110|0.1|Gender|Female||All Schools|All Regions|0|3|0|0|0|11|110|na|2024
DC|q18e|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Knowledgeable|0|11|0|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|1|0|0|0|0|11|na|2024
DC|q18e|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Knowledgeable|0|11|0|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|0|11|na|2024
DC|q18e|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Knowledgeable|0|11|0|Race/Ethnicity|Staff of Color||All Schools|All Regions|0|3|0|0|0|0|11|na|2024
DC|q18e|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|IB - Diploma Programme or Career-related Programme|Knowledgeable|11|209|0.0526315789473684|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|11|209|na|2024
PS|q21a|What percentage of students in this school do you EXPECT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider||Continuous|66|242|0.272727272727273|All|All||All Schools|All Regions|0|1|0|0|0|66|242|na|2024
PS|q21a|What percentage of students in this school do you EXPECT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider||Continuous|11|22|0.5|Gender|Other/Unknown/Prefer Not to Say||All Schools|All Regions|0|1|0|0|0|11|22|na|2024
PS|q21a|What percentage of students in this school do you EXPECT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider||Continuous|22|110|0.2|Gender|Female||All Schools|All Regions|0|2|0|0|0|22|110|na|2024
PS|q21a|What percentage of students in this school do you EXPECT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider||Continuous|33|110|0.3|Gender|Male||All Schools|All Regions|0|3|0|0|0|33|110|na|2024
PS|q21a|What percentage of students in this school do you EXPECT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider||Continuous|0|11|0|Race/Ethnicity|Hispanic/Latine/x||All Schools|All Regions|0|1|0|0|0|0|11|na|2024
PS|q21a|What percentage of students in this school do you EXPECT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider||Continuous|11|11|1|Race/Ethnicity|Unknown||All Schools|All Regions|0|2|0|0|0|11|11|na|2024
PS|q21a|What percentage of students in this school do you EXPECT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider||Continuous|0|11|0|Race/Ethnicity|Staff of Color||All Schools|All Regions|0|3|0|0|0|0|11|na|2024
PS|q21a|What percentage of students in this school do you EXPECT to obtain some level of post-high school education, including apprenticeship, 1-year and 2-year certificate, and 2-year and 4-year college? Percentage Slider||Continuous|55|220|0.25|Race/Ethnicity|White||All Schools|All Regions|0|4|0|0|0|55|220|na|2024
